FIPS,county,state,number,Geographic Area,County,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,FIPS_Code,State,Area_name,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
48033,Borden,TX,TX-607,".Borden County, Texas",Borden,646,632,613,646,665,655,657,670,647,654,48033.0,TX,"Borden County, TX",6.4,3.2,3.9,4.4,3.9,3.9,4.7,4.0,3.3,5.4,6.7,5.4,4.1,4.1,3.1,2.9,3.6,3.7,3.2,2.5,3.3,"71,926",112.3
48035,Bosque,TX,TX-607,".Bosque County, Texas",Bosque,"18,269","18,259","18,126","17,863","17,716","17,864","18,009","18,295","18,629","18,685",48035.0,TX,"Bosque County, TX",4.2,5.0,6.3,6.7,5.7,5.2,5.0,4.3,4.6,7.8,8.8,8.6,7.2,6.5,5.2,4.5,4.3,4.0,3.7,3.4,5.5,"55,179",86.2
48037,Bowie,TX,TX-607,".Bowie County, Texas",Bowie,"92,638","92,808","93,030","93,374","93,268","93,050","93,424","93,458","93,688","93,245",48037.0,TX,"Bowie County, TX",5.0,5.1,6.0,6.6,6.1,5.5,5.4,4.8,5.0,6.6,8.5,8.5,7.4,7.7,6.4,4.8,4.7,4.6,5.0,4.4,7.4,"51,207",80.0
48039,Brazoria,TX,TX-607,".Brazoria County, Texas",Brazoria,"314,428","319,147","324,224","329,890","337,570","345,227","353,155","361,853","368,887","374,264",48039.0,TX,"Brazoria County, TX",5.0,5.0,6.3,7.3,6.9,5.8,5.1,4.4,5.1,8.1,8.5,8.3,6.6,6.2,5.2,4.6,5.2,5.3,4.6,4.2,8.6,"83,704",130.7
48041,Brazos,TX,TX-701,".Brazos County, Texas",Brazos,"195,666","197,450","200,260","204,116","208,975","216,258","219,739","223,917","225,781","229,211",48041.0,TX,"Brazos County, TX",3.7,3.8,4.3,4.8,4.3,4.3,4.1,3.7,3.9,5.4,6.3,6.2,5.2,4.9,4.0,3.3,3.5,3.1,2.9,2.7,5.3,"54,471",85.1
48043,Brewster,TX,TX-607,".Brewster County, Texas",Brewster,"9,258","9,349","9,259","9,287","9,150","9,143","9,211","9,325","9,272","9,203",48043.0,TX,"Brewster County, TX",3.9,4.0,4.8,4.8,4.3,3.8,3.5,3.4,3.7,5.1,5.5,5.7,5.1,5.6,4.7,4.0,3.8,3.5,3.4,2.9,6.7,"48,581",75.9
48045,Briscoe,TX,TX-607,".Briscoe County, Texas",Briscoe,"1,633","1,659","1,576","1,562","1,552","1,514","1,483","1,514","1,512","1,546",48045.0,TX,"Briscoe County, TX",3.6,4.0,5.0,6.3,6.0,5.4,4.8,4.3,4.3,5.0,6.1,6.4,5.5,5.7,4.2,3.9,4.4,4.3,3.9,3.6,4.8,"44,259",69.1
48047,Brooks,TX,TX-607,".Brooks County, Texas",Brooks,"7,208","7,216","7,196","7,259","7,228","7,190","7,190","7,132","7,099","7,093",48047.0,TX,"Brooks County, TX",6.9,5.9,7.6,8.2,7.5,6.8,6.3,5.4,5.3,9.3,12.0,11.0,8.7,9.1,7.8,10.0,11.8,8.3,6.4,5.1,10.7,"31,410",49.0
48049,Brown,TX,TX-607,".Brown County, Texas",Brown,"38,076","38,000","37,808","37,671","37,553","37,736","38,039","37,815","37,820","37,864",48049.0,TX,"Brown County, TX",4.5,4.7,5.9,5.8,5.5,4.8,4.5,4.2,4.4,6.8,8.3,8.3,6.7,6.5,5.2,4.4,4.4,3.9,3.7,3.7,6.5,"56,040",87.5
48051,Burleson,TX,TX-607,".Burleson County, Texas",Burleson,"17,237","17,328","17,433","17,269","17,387","17,611","17,848","18,053","18,335","18,443",48051.0,TX,"Burleson County, TX",4.0,3.9,5.2,6.0,5.3,4.2,4.1,3.9,4.4,6.8,7.9,7.5,6.3,6.2,4.8,4.4,4.7,4.2,3.6,3.1,6.3,"61,745",96.4
48053,Burnet,TX,TX-607,".Burnet County, Texas",Burnet,"42,762","43,216","43,377","43,580","43,954","44,734","45,817","46,600","47,344","48,155",48053.0,TX,"Burnet County, TX",3.6,4.2,5.3,5.6,4.9,4.5,4.2,3.5,3.9,6.1,6.8,7.0,5.9,5.5,4.4,3.7,3.5,3.2,2.9,2.7,4.7,"62,827",98.1
48055,Caldwell,TX,TX-607,".Caldwell County, Texas",Caldwell,"38,127","38,470","38,682","39,201","39,703","40,419","41,147","42,328","43,161","43,664",48055.0,TX,"Caldwell County, TX",4.1,5.0,6.7,7.4,6.4,5.4,5.0,4.5,5.3,8.3,8.7,8.7,7.1,6.6,5.3,4.4,4.3,3.9,3.7,3.4,6.3,"55,301",86.3
48057,Calhoun,TX,TX-607,".Calhoun County, Texas",Calhoun,"21,313","21,359","21,575","21,729","21,812","21,887","21,948","21,712","21,504","21,290",48057.0,TX,"Calhoun County, TX",4.7,6.9,7.6,7.5,7.2,5.9,4.9,4.5,4.8,8.5,8.8,8.8,7.3,6.2,4.8,4.0,5.6,5.8,4.1,3.2,5.8,"55,909",87.3
48059,Callahan,TX,TX-607,".Callahan County, Texas",Callahan,"13,512","13,511","13,488","13,502","13,505","13,589","13,789","13,968","13,990","13,943",48059.0,TX,"Callahan County, TX",3.9,4.3,5.0,5.4,4.7,4.1,3.9,3.4,3.6,5.8,7.3,7.4,6.0,5.8,4.5,4.3,4.3,3.7,3.4,3.1,5.4,"50,812",79.3
48061,Cameron,TX,TX-607,".Cameron County, Texas",Cameron,"407,630","413,201","415,877","417,357","419,005","419,450","421,350","422,227","422,139","423,163",48061.0,TX,"Cameron County, TX",7.1,7.8,9.0,9.6,8.7,7.7,6.7,6.0,6.7,9.7,11.2,11.8,10.2,10.0,8.4,7.2,7.2,7.0,6.2,5.5,10.2,"40,893",63.9
48063,Camp,TX,TX-607,".Camp County, Texas",Camp,"12,398","12,422","12,487","12,462","12,657","12,699","12,771","12,845","12,983","13,094",48063.0,TX,"Camp County, TX",5.2,5.4,6.6,6.8,6.0,5.8,5.1,4.6,4.9,8.8,9.2,9.3,8.0,7.4,6.2,6.2,6.9,5.7,4.9,4.2,7.4,"47,091",73.5
48065,Carson,TX,TX-607,".Carson County, Texas",Carson,"6,162","6,238","6,089","5,988","6,036","6,013","6,096","6,005","6,007","5,926",48065.0,TX,"Carson County, TX",3.3,3.5,4.6,4.8,4.2,4.0,3.6,3.1,3.3,5.8,5.5,5.1,4.5,4.5,3.4,3.2,3.3,3.2,2.8,2.6,4.2,"69,760",108.9
48067,Cass,TX,TX-607,".Cass County, Texas",Cass,"30,457","30,281","30,031","30,237","30,123","30,140","30,058","29,966","30,106","30,026",48067.0,TX,"Cass County, TX",5.9,6.5,8.1,8.0,7.0,6.3,5.9,5.5,6.1,11.3,11.3,11.0,9.1,9.3,7.7,6.8,7.2,6.0,5.1,4.3,7.9,"44,529",69.5
48069,Castro,TX,TX-607,".Castro County, Texas",Castro,"8,126","8,094","8,262","8,120","7,927","7,787","7,765","7,696","7,588","7,530",48069.0,TX,"Castro County, TX",3.7,4.1,4.8,5.2,5.0,5.6,4.7,3.8,3.6,4.8,5.4,5.2,4.3,4.7,4.0,3.4,3.1,3.3,2.9,2.8,3.6,"51,736",80.8
48071,Chambers,TX,TX-607,".Chambers County, Texas",Chambers,"35,456","35,699","36,508","37,367","38,296","39,028","40,163","41,269","42,227","43,837",48071.0,TX,"Chambers County, TX",4.3,4.5,5.2,6.2,5.8,6.2,5.3,4.7,5.7,9.1,9.7,9.6,8.0,7.4,5.8,5.4,6.1,6.5,5.4,4.5,9.5,"93,351",145.8
48073,Cherokee,TX,TX-607,".Cherokee County, Texas",Cherokee,"50,941","51,090","51,277","51,093","51,189","51,568","51,879","52,116","52,381","52,646",48073.0,TX,"Cherokee County, TX",4.7,5.0,5.8,5.9,5.5,5.7,5.4,4.9,5.9,8.8,8.9,8.4,7.2,7.0,5.9,5.2,5.1,4.6,4.1,3.8,7.9,"46,576",72.7
48075,Childress,TX,TX-607,".Childress County, Texas",Childress,"7,070","7,027","7,100","7,055","7,196","7,169","7,204","7,269","7,315","7,306",48075.0,TX,"Childress County, TX",4.8,4.9,5.9,6.0,5.8,5.7,5.6,4.9,5.0,6.0,5.7,5.3,4.4,4.3,3.7,3.1,3.0,3.0,2.6,2.7,3.7,"44,095",68.9
48077,Clay,TX,TX-607,".Clay County, Texas",Clay,"10,737","10,668","10,523","10,455","10,377","10,359","10,251","10,484","10,448","10,471",48077.0,TX,"Clay County, TX",3.6,3.4,4.6,4.8,4.0,3.8,3.8,3.5,3.9,6.8,7.5,6.7,5.6,5.6,4.6,4.4,4.4,3.5,3.2,3.1,5.5,"59,983",93.7
48079,Cochran,TX,TX-607,".Cochran County, Texas",Cochran,"3,147","3,082","3,028","3,009","2,945","2,977","2,921","2,853","2,831","2,853",48079.0,TX,"Cochran County, TX",6.0,5.5,6.9,8.1,6.8,5.8,6.1,5.1,4.8,6.4,8.2,8.8,7.5,6.7,5.2,5.2,5.0,4.6,4.4,3.5,7.1,"43,742",68.3
48081,Coke,TX,TX-607,".Coke County, Texas",Coke,"3,319","3,266","3,202","3,180","3,217","3,227","3,259","3,285","3,355","3,387",48081.0,TX,"Coke County, TX",4.3,4.5,5.5,5.8,6.0,5.7,5.6,5.7,7.8,8.0,6.1,5.9,5.0,5.1,4.4,4.1,4.1,3.7,3.4,3.2,5.5,"48,435",75.6
48083,Coleman,TX,TX-607,".Coleman County, Texas",Coleman,"8,870","8,743","8,667","8,526","8,416","8,316","8,412","8,399","8,367","8,175",48083.0,TX,"Coleman County, TX",4.9,5.0,6.6,6.4,5.6,4.7,4.3,3.5,4.1,6.9,9.1,9.1,7.5,7.6,6.2,5.6,5.8,4.5,3.9,4.1,7.4,"44,834",70.0
48085,Collin,TX,TX-607,".Collin County, Texas",Collin,"787,614","812,540","835,230","856,398","884,688","915,243","943,742","971,864","1,004,307","1,034,730",48085.0,TX,"Collin County, TX",2.9,4.1,6.1,6.0,5.0,4.7,4.3,3.9,4.5,7.2,7.3,7.0,5.9,5.6,4.6,3.7,3.5,3.5,3.3,3.1,6.3,"96,847",151.2
48087,Collingsworth,TX,TX-607,".Collingsworth County, Texas",Collingsworth,"3,054","3,085","3,024","3,100","3,016","3,010","3,007","2,964","2,942","2,920",48087.0,TX,"Collingsworth County, TX",3.8,3.7,4.3,5.0,5.1,4.5,4.4,3.4,3.9,5.4,5.6,6.0,4.9,5.2,4.1,3.7,3.5,3.6,3.1,3.1,4.3,"40,314",62.9
48089,Colorado,TX,TX-607,".Colorado County, Texas",Colorado,"20,872","20,806","20,724","20,717","20,696","20,951","21,081","21,291","21,305","21,493",48089.0,TX,"Colorado County, TX",3.8,4.3,5.0,5.5,5.1,4.5,4.3,3.6,3.9,6.3,8.2,8.0,6.3,5.8,4.5,4.0,4.7,4.0,3.3,3.1,5.6,"55,607",86.8
48091,Comal,TX,TX-607,".Comal County, Texas",Comal,"109,306","112,113","114,873","118,627","123,214","128,795","134,343","140,721","148,141","156,209",48091.0,TX,"Comal County, TX",3.6,4.3,5.7,5.8,5.3,4.6,4.1,3.6,4.1,6.1,7.1,7.1,6.0,6.0,4.6,3.7,3.6,3.4,3.2,3.0,6.2,"87,976",137.4
48093,Comanche,TX,TX-607,".Comanche County, Texas",Comanche,"13,953","13,867","13,723","13,554","13,472","13,395","13,543","13,533","13,540","13,635",48093.0,TX,"Comanche County, TX",4.0,4.1,4.6,5.2,5.0,4.8,4.5,3.8,3.8,6.0,7.6,7.7,6.3,5.9,4.9,4.3,4.3,3.7,3.6,3.2,5.5,"54,122",84.5
48095,Concho,TX,TX-607,".Concho County, Texas",Concho,"4,102","4,124","4,085","4,122","4,089","4,072","4,140","2,707","2,683","2,726",48095.0,TX,"Concho County, TX",5.7,5.2,6.0,6.5,6.2,5.9,5.4,5.1,5.2,7.1,5.8,4.8,4.2,4.0,3.0,3.3,3.4,4.2,3.6,3.2,4.5,"43,321",67.6
48097,Cooke,TX,TX-607,".Cooke County, Texas",Cooke,"38,472","38,443","38,717","38,456","38,764","39,170","39,343","39,932","40,504","41,257",48097.0,TX,"Cooke County, TX",3.7,4.8,5.8,5.7,5.0,4.3,3.8,3.6,3.5,6.5,7.3,6.3,5.0,5.0,3.9,3.7,4.0,3.6,3.1,2.8,7.1,"61,186",95.5
48099,Coryell,TX,TX-607,".Coryell County, Texas",Coryell,"75,651","76,625","78,458","76,761","76,166","76,145","74,803","74,760","74,741","75,951",48099.0,TX,"Coryell County, TX",5.4,6.0,6.9,7.4,6.4,6.3,6.6,6.0,6.3,8.2,7.5,7.9,7.3,7.2,6.0,4.8,4.7,4.4,4.2,4.0,6.6,"53,083",82.9
48101,Cottle,TX,TX-607,".Cottle County, Texas",Cottle,"1,512","1,507","1,485","1,442","1,429","1,439","1,402","1,375","1,382","1,398",48101.0,TX,"Cottle County, TX",4.4,4.8,5.2,6.2,5.5,5.7,5.1,4.0,4.1,5.5,7.0,7.8,7.4,6.9,6.3,7.1,5.1,4.2,4.3,4.2,4.9,"40,449",63.2
48103,Crane,TX,TX-607,".Crane County, Texas",Crane,"4,382","4,358","4,525","4,718","4,897","4,995","4,779","4,685","4,755","4,797",48103.0,TX,"Crane County, TX",5.4,4.9,7.3,7.4,6.1,5.2,4.4,4.1,4.1,8.7,7.7,6.9,4.9,4.5,4.1,5.8,8.6,5.3,3.9,4.0,13.6,"68,626",107.2
48105,Crockett,TX,TX-607,".Crockett County, Texas",Crockett,"3,701","3,652","3,705","3,763","3,790","3,735","3,642","3,535","3,439","3,464",48105.0,TX,"Crockett County, TX",3.8,3.5,4.5,4.1,3.8,3.7,3.5,3.0,2.9,8.5,8.6,6.9,5.0,5.2,3.8,6.0,7.5,4.1,2.9,2.9,8.9,"54,165",84.6
48107,Crosby,TX,TX-607,".Crosby County, Texas",Crosby,"6,026","6,044","6,036","5,924","5,825","5,918","5,911","5,849","5,764","5,737",48107.0,TX,"Crosby County, TX",4.6,5.0,5.5,6.5,6.0,5.5,5.5,4.8,5.0,6.9,8.0,8.7,7.1,6.0,4.8,4.4,4.4,4.2,4.7,3.9,5.2,"38,871",60.7
48109,Culberson,TX,TX-607,".Culberson County, Texas",Culberson,"2,403","2,393","2,316","2,306","2,282","2,254","2,220","2,230","2,194","2,171",48109.0,TX,"Culberson County, TX",5.8,4.7,6.0,5.6,5.3,4.0,3.2,2.7,3.0,3.9,7.2,7.2,6.0,5.1,4.2,4.2,4.1,3.7,3.1,4.1,6.5,"44,462",69.4
48111,Dallam,TX,TX-607,".Dallam County, Texas",Dallam,"6,747","6,888","7,059","7,110","7,214","7,301","7,357","7,272","7,303","7,287",48111.0,TX,"Dallam County, TX",3.4,3.1,3.7,4.1,3.8,3.4,3.4,2.8,3.0,4.1,5.4,4.5,3.7,3.5,3.0,2.2,2.2,2.2,2.1,2.0,2.8,"55,793",87.1
48113,Dallas,TX,TX-600,".Dallas County, Texas",Dallas,"2,372,993","2,408,697","2,455,930","2,484,486","2,519,410","2,557,830","2,591,488","2,620,154","2,629,350","2,635,516",48113.0,TX,"Dallas County, TX",3.9,5.3,7.4,7.4,6.6,5.7,5.2,4.6,5.4,8.2,8.6,8.4,7.1,6.6,5.5,4.3,4.0,3.9,3.8,3.5,7.7,"61,807",96.5
48115,Dawson,TX,TX-607,".Dawson County, Texas",Dawson,"13,826","13,747","13,611","13,219","13,445","12,987","12,999","12,744","12,605","12,728",48115.0,TX,"Dawson County, TX",5.3,5.3,7.1,7.5,7.1,6.9,6.6,5.3,5.3,7.9,7.7,7.7,6.4,6.4,4.9,4.6,5.0,4.9,4.3,3.9,8.7,"48,165",75.2
48117,Deaf Smith,TX,TX-607,".Deaf Smith County, Texas",Deaf Smith,"19,467","19,522","19,373","19,180","19,123","18,825","18,846","18,753","18,711","18,546",48117.0,TX,"Deaf Smith County, TX",4.9,4.6,5.9,5.9,5.3,4.7,4.3,3.6,3.8,5.2,5.8,5.6,4.7,4.5,3.7,3.2,3.1,3.1,2.8,2.7,3.6,"46,178",72.1
48119,Delta,TX,TX-607,".Delta County, Texas",Delta,"5,242","5,147","5,242","5,120","5,142","5,159","5,147","5,276","5,332","5,331",48119.0,TX,"Delta County, TX",5.1,5.4,6.3,6.7,7.0,5.6,5.3,4.8,5.4,8.6,8.0,8.3,6.7,6.4,6.1,4.6,3.8,3.4,3.5,3.4,5.5,"51,348",80.2
48121,Denton,TX,TX-607,".Denton County, Texas",Denton,"666,760","685,740","707,892","728,624","753,188","779,584","808,212","835,364","858,741","887,207",48121.0,TX,"Denton County, TX",2.8,3.5,5.0,5.3,4.6,4.6,4.3,3.9,4.4,7.1,7.1,6.8,5.7,5.4,4.5,3.6,3.4,3.4,3.2,3.0,6.5,"90,910",141.9
48123,De Witt,TX,TX-607,".DeWitt County, Texas",DeWitt,"20,054","20,205","20,358","20,377","20,518","20,632","20,623","20,180","20,106","20,160",48123.0,TX,"DeWitt County, TX",4.4,4.5,5.7,5.7,5.5,4.7,4.5,4.0,4.1,7.5,7.8,6.7,4.8,4.8,3.9,4.0,5.5,4.4,3.1,2.6,6.0,"52,544",82.0
48125,Dickens,TX,TX-607,".Dickens County, Texas",Dickens,"2,447","2,401","2,322","2,297","2,215","2,204","2,193","2,190","2,218","2,211",48125.0,TX,"Dickens County, TX",5.3,4.9,5.4,6.2,6.1,5.3,4.3,3.9,5.1,7.1,11.3,15.7,10.6,9.4,6.3,4.7,4.9,4.9,4.3,4.3,6.3,"41,973",65.5
48127,Dimmit,TX,TX-607,".Dimmit County, Texas",Dimmit,"10,043","10,109","10,471","10,894","10,987","10,910","10,679","10,282","10,195","10,124",48127.0,TX,"Dimmit County, TX",8.8,7.7,9.2,9.4,9.0,8.3,7.7,6.4,6.6,10.0,10.6,8.0,5.8,5.1,3.8,4.7,7.1,5.1,3.0,2.5,6.4,"40,315",62.9
48129,Donley,TX,TX-607,".Donley County, Texas",Donley,"3,734","3,686","3,645","3,561","3,483","3,391","3,387","3,340","3,315","3,278",48129.0,TX,"Donley County, TX",4.2,4.4,4.9,5.6,5.5,5.0,4.8,4.4,4.3,5.8,6.9,6.6,5.9,5.1,4.9,4.2,4.0,3.7,3.5,3.4,4.4,"41,093",64.2
48131,Duval,TX,TX-607,".Duval County, Texas",Duval,"11,724","11,796","11,582","11,581","11,509","11,336","11,431","11,270","11,147","11,157",48131.0,TX,"Duval County, TX",7.1,6.4,9.2,8.4,6.9,6.2,5.5,5.0,5.4,10.9,11.7,9.7,7.0,6.4,5.6,8.1,10.9,7.7,5.3,4.4,12.1,"37,100",57.9
48133,Eastland,TX,TX-607,".Eastland County, Texas",Eastland,"18,594","18,582","18,459","18,279","18,257","18,152","18,240","18,294","18,319","18,360",48133.0,TX,"Eastland County, TX",4.8,4.9,5.9,6.5,5.7,5.3,4.9,4.4,4.5,7.5,8.7,7.9,6.6,6.1,4.9,4.8,5.5,4.3,3.4,3.3,6.7,"46,991",73.4
48135,Ector,TX,TX-607,".Ector County, Texas",Ector,"137,075","139,642","144,495","149,656","154,588","159,903","157,858","156,951","161,960","166,223",48135.0,TX,"Ector County, TX",5.4,4.9,6.5,6.7,5.8,4.6,3.9,3.4,3.4,8.1,8.4,6.3,4.6,4.4,3.5,4.7,6.4,4.1,2.7,2.7,11.0,"65,564",102.4
48137,Edwards,TX,TX-607,".Edwards County, Texas",Edwards,"1,999","1,979","1,990","1,899","1,904","1,910","1,908","1,929","1,908","1,932",48137.0,TX,"Edwards County, TX",4.4,4.5,5.1,4.3,4.1,4.1,4.4,4.0,3.7,7.0,7.1,6.8,6.4,5.9,4.4,4.6,4.6,3.2,2.8,2.3,3.5,"40,424",63.1
48139,Ellis,TX,TX-607,".Ellis County, Texas",Ellis,"150,367","152,373","153,739","155,928","159,204","163,292","168,332","173,405","179,006","184,826",48139.0,TX,"Ellis County, TX",3.6,4.4,5.8,6.4,5.7,5.4,5.1,4.4,5.0,7.9,8.0,8.0,6.7,6.2,5.0,4.0,3.8,3.5,3.3,3.1,6.0,"78,341",122.3
48141,El Paso,TX,TX-603,".El Paso County, Texas",El Paso,"803,576","819,896","832,310","830,864","833,783","831,898","834,949","837,401","836,825","839,238",48141.0,TX,"El Paso County, TX",6.8,7.3,8.1,8.8,7.6,7.1,6.8,5.9,6.2,8.8,9.2,9.8,8.5,8.0,6.5,5.2,5.0,4.7,4.2,3.8,8.3,"48,629",75.9
48143,Erath,TX,TX-607,".Erath County, Texas",Erath,"37,912","38,922","39,405","39,886","40,514","41,191","41,372","41,723","42,223","42,698",48143.0,TX,"Erath County, TX",3.7,3.8,4.6,4.9,4.5,4.2,4.0,3.7,3.8,6.3,6.5,6.2,5.5,5.4,4.3,4.0,4.1,3.4,3.1,3.2,5.7,"53,044",82.8
48145,Falls,TX,TX-607,".Falls County, Texas",Falls,"17,891","17,848","17,570","17,242","17,210","17,216","17,276","17,340","17,231","17,297",48145.0,TX,"Falls County, TX",5.5,5.5,6.1,7.1,6.2,6.3,6.3,5.3,5.8,8.7,8.6,8.5,7.3,7.1,5.6,4.3,4.4,4.3,3.9,3.3,6.0,"41,484",64.8
48147,Fannin,TX,TX-607,".Fannin County, Texas",Fannin,"33,920","33,878","33,601","33,510","33,593","33,502","33,933","34,550","35,185","35,514",48147.0,TX,"Fannin County, TX",4.9,6.5,7.8,7.5,7.0,6.5,6.1,5.2,5.8,8.6,8.2,8.5,7.0,7.0,5.4,4.1,3.8,3.4,3.1,2.7,4.7,"56,123",87.6
48149,Fayette,TX,TX-607,".Fayette County, Texas",Fayette,"24,556","24,749","24,661","24,721","24,782","24,945","25,018","25,119","25,278","25,346",48149.0,TX,"Fayette County, TX",3.5,3.6,4.4,4.8,4.2,4.0,3.7,3.2,3.5,5.4,6.1,6.0,4.8,4.5,3.5,3.3,3.7,3.2,2.8,2.6,4.7,"62,195",97.1
48151,Fisher,TX,TX-607,".Fisher County, Texas",Fisher,"3,959","3,947","3,838","3,859","3,874","3,877","3,877","3,874","3,821","3,830",48151.0,TX,"Fisher County, TX",3.9,3.9,5.5,5.6,5.1,4.3,4.1,4.0,3.8,6.0,7.1,6.9,5.4,5.5,4.6,3.9,4.3,3.6,3.2,2.9,4.5,"51,053",79.7
48153,Floyd,TX,TX-607,".Floyd County, Texas",Floyd,"6,403","6,368","6,348","6,245","5,947","5,843","5,847","5,830","5,783","5,712",48153.0,TX,"Floyd County, TX",4.9,5.6,6.6,7.1,6.5,5.8,6.0,5.3,4.7,6.5,8.0,7.9,6.4,8.9,7.2,5.6,5.0,5.5,5.2,4.4,6.2,"45,022",70.3
48155,Foard,TX,TX-607,".Foard County, Texas",Foard,"1,344","1,361","1,310","1,286","1,275","1,225","1,200","1,202","1,191","1,155",48155.0,TX,"Foard County, TX",3.8,3.8,5.6,7.4,6.1,4.8,4.5,3.8,4.2,5.7,6.8,7.6,5.8,5.2,4.3,4.2,3.7,3.5,2.9,2.9,4.2,"38,615",60.3
48157,Fort Bend,TX,TX-700,".Fort Bend County, Texas",Fort Bend,"590,253","606,064","624,824","651,847","684,048","715,331","744,160","767,712","788,081","811,688",48157.0,TX,"Fort Bend County, TX",3.6,3.9,5.2,6.1,5.5,5.3,4.8,4.1,4.4,7.1,7.7,7.3,5.9,5.5,4.6,4.3,5.0,4.7,4.0,3.5,7.7,"101,361",158.3
48159,Franklin,TX,TX-607,".Franklin County, Texas",Franklin,"10,607","10,562","10,637","10,615","10,563","10,603","10,677","10,798","10,778","10,725",48159.0,TX,"Franklin County, TX",4.3,4.2,4.8,5.2,4.6,4.9,4.2,3.9,4.2,6.8,8.7,8.4,7.4,6.6,5.2,4.9,4.9,4.7,4.2,3.6,5.3,"50,630",79.1
48161,Freestone,TX,TX-607,".Freestone County, Texas",Freestone,"19,803","19,602","19,484","19,597","19,677","19,746","19,669","19,649","19,789","19,717",48161.0,TX,"Freestone County, TX",5.2,4.5,5.7,6.1,4.8,4.3,4.0,3.7,4.0,6.3,8.3,8.1,6.7,7.0,5.7,5.5,6.7,6.4,5.9,4.8,8.3,"52,511",82.0
48163,Frio,TX,TX-607,".Frio County, Texas",Frio,"17,256","17,492","17,931","18,400","18,938","19,361","19,584","19,895","20,211","20,306",48163.0,TX,"Frio County, TX",6.2,6.5,7.7,7.9,7.0,6.1,5.5,4.9,5.4,7.4,7.3,6.7,5.0,4.7,3.6,3.9,4.9,4.0,2.9,2.6,5.7,"40,360",63.0
48165,Gaines,TX,TX-607,".Gaines County, Texas",Gaines,"17,588","17,908","18,307","18,807","19,335","20,217","20,446","20,553","20,820","21,492",48165.0,TX,"Gaines County, TX",4.4,4.5,4.9,4.9,5.0,4.8,4.7,3.8,3.9,6.3,6.0,5.2,4.2,4.2,3.3,3.3,3.7,3.1,2.6,2.4,5.6,"67,171",104.9
48167,Galveston,TX,TX-607,".Galveston County, Texas",Galveston,"292,484","295,605","301,049","306,589","313,367","320,974","328,820","334,633","337,858","342,139",48167.0,TX,"Galveston County, TX",4.9,5.2,6.5,7.2,6.8,5.8,5.2,4.6,5.7,8.2,9.2,9.1,7.6,6.9,5.7,5.0,5.3,5.3,4.7,4.0,8.7,"73,214",114.3
48169,Garza,TX,TX-607,".Garza County, Texas",Garza,"6,467","6,560","6,418","6,371","6,417","6,391","6,212","6,490","6,243","6,229",48169.0,TX,"Garza County, TX",4.4,3.7,5.4,5.9,5.4,4.5,3.9,3.4,3.8,5.2,5.9,6.2,4.9,4.6,3.7,3.7,3.9,3.3,3.0,2.6,6.8,"48,975",76.5
48171,Gillespie,TX,TX-607,".Gillespie County, Texas",Gillespie,"24,874","25,039","25,175","25,363","25,473","25,916","26,206","26,483","26,702","26,988",48171.0,TX,"Gillespie County, TX",3.9,3.5,4.1,4.3,3.8,3.4,3.3,2.8,3.1,4.4,5.5,5.5,4.7,4.4,3.6,2.9,2.8,2.6,2.6,2.4,4.8,"62,143",97.0
48173,Glasscock,TX,TX-607,".Glasscock County, Texas",Glasscock,"1,232","1,238","1,280","1,271","1,328","1,380","1,365","1,363","1,391","1,409",48173.0,TX,"Glasscock County, TX",3.0,3.0,3.8,4.2,3.8,3.9,4.5,3.5,3.8,4.6,5.0,4.4,3.9,3.6,2.7,2.8,3.9,2.7,2.1,2.3,3.6,"93,759",146.4
48175,Goliad,TX,TX-607,".Goliad County, Texas",Goliad,"7,219","7,208","7,331","7,452","7,506","7,513","7,512","7,552","7,588","7,658",48175.0,TX,"Goliad County, TX",3.9,4.2,5.2,5.7,5.6,4.9,4.1,3.8,3.7,6.9,7.4,6.7,5.5,5.2,4.2,4.5,5.8,4.9,3.8,3.4,7.7,"56,758",88.6
48177,Gonzales,TX,TX-607,".Gonzales County, Texas",Gonzales,"19,797","19,755","19,930","20,143","20,347","20,510","20,787","20,742","20,781","20,837",48177.0,TX,"Gonzales County, TX",3.5,3.7,5.0,5.0,4.6,4.2,4.1,3.9,3.9,5.5,6.8,6.3,5.0,5.2,3.9,3.7,4.2,3.5,3.0,2.7,5.4,"48,425",75.6
48179,Gray,TX,TX-607,".Gray County, Texas",Gray,"22,470","22,661","22,920","22,996","23,432","23,265","22,741","22,106","22,051","21,886",48179.0,TX,"Gray County, TX",5.1,4.4,6.1,6.1,5.1,4.3,4.0,3.4,3.5,8.1,8.7,7.1,5.6,5.2,4.1,5.7,6.9,5.3,3.9,3.6,8.1,"52,543",82.0
